,0
0,"['Overleeft corona in zwemwater en zo ja, hoelang?']['Als de temperaturen stijgen, wordt de verleiding groter om een duik te nemen. Of dat nu in een buitenplas is of in een zwembad. Maar is dat wel veilig, nu het ...']"
1,"['Britse Minister: \'Onderzoek of dood kinderen verband houdt met corona\'']['Artsen in Groot-Brittannië, maar ook Italië, onderzoeken deze mogelijke link nu. De kinderen werden naar het ziekenhuis gebracht met hoge koorts en ...']"
2,['Corona Barometer geeft ook inzicht in psychische gevolgen']['Het UMCG en Rijksuniversiteit Groningen lanceren de \'Corona Barometer\'. Het onderzoek richt zich ook op de psychische gevolgen van de coronacrisis.']
3,"['LIVE | Corona in de regio: 48 nieuwe sterfgevallen, 88 nieuwe ziekenhuisopnames']['Nederland bevindt zich nu anderhalve maand in de coronacrisis. Hoewel de opname- en sterftecijfers langzaam afnemen kunnen veel ondernemers de deuren ...']"
4,['Nationaal commando herrees vanwege militaire dreiging maar helpt nu corona bestrijden']['Het na de Koude Oorlog afgeschafte nationaal operatiecentrum van Defensie was nét weer opgestart toen de coronacrisis losbarstte. Dat komt goed uit...']
5,"['Corona in Friesland - 28 april | Aantal ic-patiënten onder 900 en studenten tevreden over videocolleges']['Het aantal patiënten in Nederland dat door het coronavirus op de intensive care ligt, is gedaald tot onder de 900. Het zijn er nu nog 861. In Den Haag werd ...']"
6,"['Corona in Duitsland - 28 april: Reproductiegetal licht gestegen']['Het reproductiegetal R, dat aangeeft hoeveel mensen een geïnfecteerde persoon aansteekt, is in Duitsland licht gestegen Duitsland heeft besloten toch over te ...']"
7,['Experts slaan alarm: Roken beschermt niet tegen corona']['De laatste dagen duikt steeds vaker de claim op dat het laagje teer -veroorzaakt door roken- zou beschermen tegen het corona-virus. Experts slaan alarm.']
8,['Ontsmettingsmiddelen als behandeling voor corona is wetenschappelijk gezien zo gek nog niet']['\'Door claims van kwakzalvers zijn stoffen die mogelijk werkzaam zijn bij corona in kwaad daglicht komen te staan\'']
9,"['Corona-update | Meer dan 1.000 patiënten in de regio, FC Twente wil minder salaris']['ENSCHEDE - Het Twentse nieuws omtrent het coronavirus volgt zich in zo\'n hoog tempo op, dat het bijna niet bij te benen is. Daarom maken we elke dag een ...']"
10,['Een corona-app: wat moeten we ermee? | Coronavirus']['Is een eventuele invoering van een corona-app wel zo verstandig? De basisprincipes schieten volledig te kort.']
11,"['Protesten in Libanon: \'Honger groter gevaar dan corona\'']['Ondanks de coronacrisis zijn mensen maandag de straat opgegaan in de Libanese hoofdstad Beiroet. Libanon is in lockdown, maar de inwoners vrezen voor ...']"
12,"['Liveblog Corona: Kop van de Hondsrug krijgt mondkapje aangemeten']['In onze provincie zijn er gisteren geen nieuwe coronadoden en ziekenhuisopnames bij gekomen, meldde het RIVM. Ook wordt dit de week waarin kinderen tot ...']"
13,"['Corona | Overbruggingskrediet voor startups en scale-ups']['Vanaf 29 april kunnen groeibedrijven een aanvraag indienen voor een speciaal overbruggingskrediet, de zogenaamde Corona-Overbruggingslening (COL).']"
14,"['Corona in De Meergaarden in Eibergen, twee afdelingen geïsoleerd']['EIBERGEN - Twee vleugels van het Livio-woonzorgcentrum de Meergaarden in Eibergen zijn sinds afgelopen vrijdag geïsoleerd. Bij meerdere bewoners van ...']"
15,"['\'Christian was kerngezond, fit en stond vol in het leven\'']['In deze serie laten we nabestaanden aan het woord over hun geliefden die zijn overleden door corona. Deze keer een eerbetoon aan Christian Leibbrandt (54 ...']"
16,"['Uitbraak corona op nertsenhouderijen geen extra reden voor paniek, zegt onderzoeker']['Het is niet zo heel gek dat er in Oost-Brabant infecties uitbreken op bedrijven waar dieren worden gehouden. Maar het coronavirus, Q-koorts en de varkenspest ...']"
17,['Catharina Ziekenhuis brengt gratis app \'De Corona Check\' voor Zuidoost-Brabant']['EINDHOVEN - Het Catharina Ziekenhuis in Eindhoven introduceert een gratis corona-app voor inwoners van de regio Zuidoost-Brabant. Met \'De Corona Check\' ...']
18,['Uitslag bekend van uitgebreide GGD Hollands Noorden corona-enquête']['Van 2 tot 13 april hield GGD Hollands Noorden een enquête over de beleving van de coronacrisis in de regio. De online vragenlijst was uitgezet onder het ...']
19,"['\'Criminaliteit tijdens corona: cocaïne tussen medische goederen\'']['De uitbraak van het coronavirus stopt drugsdealers niet, zo merkt de politie. De straathandel is verplaatst naar parkeerplaatsen van supermarkten en in de ...']"
20,"['stuurt brief naar Tweede Kamer over onderwijs en corona | PO-Raad']['Met het opstarten van de scholen hebben schoolbesturen in het regulier basisonderwijs, maar zeker ook het speciaal basisonderwijs en speciaal onderwijs, ...']"
21,"['LIVEBLOG CORONA DINSDAG: situatie in Brabantse ziekenhuizen stabiliseert, 171 nieuwe besmettingen']['Elke dag houdt Omroep Brabant je in een liveblog op de hoogte van al het nieuws rond het coronavirus - zowel het nieuws uit de provincie als het belangrijke ...']"
22,"['Corona in het kort: Drukte bij geopende vestigingen IKEA &amp; demonstraties tegen de lockdown']['Het coronavirus houdt ons land in z\'n greep. Van dag tot dag praten wij u bij over het laatste nieuws rondom het virus, de maatregelen en hoe we er mee ...']"
23,['Corona | Grote onzekerheid bij branches over overlevingskansen bedrijven']['Bedrijven die nog weinig effecten ervaren van de coronacrisis zijn bijna niet meer te vinden. Vooral de mogelijkheid tot uitstel van belastingen en de NOW ...']
24,"['Mentale impact van corona']['Ik zal mijn baan verliezen, ik vind überhaupt geen baan meer. Misschien moet ik mijn huis wel uit…. Meer dan de helft van de Nederlanders heeft last van dit ...']"
25,"['Riek (98) uit Enter voert in haar eentje strijd tegen corona: \'Mensonterend\'']['Toen de 98 lentes tellende Riek met corona in het verpleeghuis belandde, vreesden haar kinderen het ergste. Maar de oud-boerin uit Enter krabbelt voorzichtig ...']"
26,"['Corona lijkt beter onder controle in Noord-Holland Noord: geen nieuwe ziekenhuisopnames, geen nieuwe sterfgevallen']['Er zijn de afgelopen 24 uur in Noord-Holland Noord geen nieuwe coronapatiënten opgenomen in het ziekenhuis en ook geen besmette personen aan het virus ...']"
27,"['Amsterdam UMC leidt grootschalig onderzoek naar verspreiding corona in verpleeghuizen']['Amsterdam UMC en enkele GGD\'s doen onderzoek naar de verspreiding van het coronavirus in verpleeghuizen. Dat daar veel slachtoffers zijn, komt moge...']"
28,['Online omzet fors gestegen sinds corona-uitbraak']['Sinds de uitbraak van het coronavirus zijn de online consumentenbestedingen in non-food met meer dan zestig procent gestegen. In de week na Pasen was er ...']
29,"['Corona in Zweden']['Zweden heeft een andere aanpak met betrekking tot Corona dan in de rezt van Europa. Daar is veel kritiek over. Geen lock-down, geen boetes, maar vooral ...']"
30,"['Complotdenkers wijzen Maatje aan als dé veroorzaker corona']['Ze is een Amerikaanse militair, een fanatiek fietser en moeder van twee kinderen. Maar op sociale media is ze het middelpunt van een grote ...']"
31,['\'Kan ik mijn kleinkinderen weer zien?\' Vragen en antwoorden uit het corona-spreekuur']['In het corona-spreekuur op NPO Radio 1 worden al jouw vragen rondom het virus beantwoord.']
32,['Zwichtte EU voor China in rapport over Chinese corona-aanpak?']['Onder druk van Peking zou een kritisch EU-rapport over desinformatie en de Chinese corona-aanpak zijn aangepast. Het uiteindelijke document oordeel...']
33,['AvondGasten: corona in Limburg - tradities en Zuyderland']['In deze uitzending om 18:00 (met herhalingen om 19:00 en 21:00) hebben we het over tradities en de stand van zaken in Zuyderland.']
34,"['Amerikanen massaal het strand op ondanks corona']['Ondanks het coronavirus gaan mensen in Californië gewoon naar het strand. Daarin schuilt een groot risico, vindt gouverneur Gavin Newsom.']"
35,"['Gezinnen gezocht voor corona-onderzoek, weer drukker op de weg en markt Zeist weer open']['PROVINCIE UTRECHT - In dit liveblog houdt RTV Utrecht je op de hoogte van het allerlaatste coronanieuws.[Kader:In het kort:- 861 coronapatiënten op IC, ...']"
36,['Dierziekte-expert waarschuwt: \'Corona niet het laatste virus dat de mens bedreigt\'']['HENGELO/ ROME - Het coronavirus COVID-19 is niet de laatste dierziekte die de mens bedreigt. Dat zegt Henk Jan Ormel van de wereld voedsel- en ...']
37,"['Geen wedstrijden, maar wel weer vissen voor \'t plezier in tijden van corona']['Vader en zoon Nico en Jeffrey Bakkernes bij de Steenvijver in Woudenberg Foto: RTV Utrecht / Robert Jan Booij. Vader en zoon Nico en Jeffrey Bakkernes ...']"
38,['Stefan Stasse over terugkeer van verveling in tijden van corona']['In de nieuwste NPO Radio 2 podcast \'En Toen Werd Het Stil\' volgt Stefan Stasse een groepje Nederlanders in de coronacrisis. Van het één op het andere ...']
39,['Palestijnse arbeiders in Israël vrezen armoede meer dan corona']['Coronacontrole: Veel Palestijnse arbeiders keren vanuit Israël terug voor de ramadan en riskeren het virus mee te nemen. De grenscontrole is niet…']
40,['Corona | De rol van de accountant in de intelligente exit strategie']['Het kabinet trekt miljarden uit voor steunmaatregelen aan bedrijven waar de omzet vanwege corona wegvalt. Voor de eindafrekening wil onder andere ...']
41,['Zaanstad meldt 38e sterfgeval door corona; tien nieuwe besmettingen in Zaanstreek-Waterland']['Het coronavirus heeft het afgelopen etmaal in de gemeente Zaanstad een 38e slachtoffer geëist. In de regio Zaanstreek-Waterland werden door het Rijksinstit...']
