,0
0,"['\'Chinezen zien corona slechts als een hobbel\' | Buitenland']['De wereld lijdt onder het \'Chinese virus\', zoals Donald Trump corona noemt. Sommige staten denken erover herstelbetalingen te eisen, omdat Peking zou ...']"
1,"['Coronavirus: overbruggingskrediet gericht op startups en scale-ups vanaf 29 april beschikbaar']['Nieuwsbericht | 25-04-2020 | 09:36. Vanaf 29 april 2020 kunnen groeibedrijven een aanvraag indienen voor een speciaal overbruggingskrediet, de ...']"
2,['Waarom zo weinig Nieuw-Zeelanders stierven aan corona']['Nieuw-Zeeland is een van de weinige westerse landen waar het coronavirus mogelijk volledig uitgeroeid kan worden. Het sterftecijfer is er ongekend laag en ...']
3,"['Tweelingzusjes sterven kort na elkaar aan corona | Buitenland']['Twee Britse tweelingzusjes, identiek qua uiterlijk en ook allebei verpleegkundige, zijn kort na elkaar gestorven aan het coronavirus.']"
4,['Spanje telt opnieuw minder dan 400 doden op een dag door corona']['Voor de tweede dag op rij hebben de Spaanse autoriteiten minder dan vierhonderd nieuwe sterfgevallen door het coronavirus gemeld. Volgens het ministerie ...']
5,['Wetenschappers bekritiseren gebrek aan openheid corona-adviezen']['Diverse prominente wetenschappers hebben openlijke kritiek op de werkwijze van de adviezen van het Outbreak Management Team (OMT). Dit team adviseert ...']
6,"['Hoe corona het ziekenhuis in Enschede voorgoed verandert']['ENSCHEDE - „Als het straks weer mag, kom ik een hand geven om te bedanken voor dit gesprek”, zeg ik bij het afscheid. „Ik denk dat we hier in het ziekenhuis ...']"
7,['De economische gevolgen van corona: het wordt erg of erger']['De biljoenen euro\'s die wereldwijd worden uitgetrokken om de gevolgen van de corona-uitbraak op te vangen kunnen niet alle schade voorkomen.']
8,"['Weer twee Purmerenders in het ziekenhuis met corona, tot nu toe 239 inwoners Zaanstreek-Waterland opgenomen']['Twee inwoners van de gemeente Purmerend zijn het afgelopen etmaal in het ziekenhuis opgenomen met coronaverschijnselen. Daarmee komt het aantal ...']"
9,['LIVEBLOG | \'Vaccin tegen coronavirus lukt niet dit jaar\'']['Liveblog. De intelligente lockdown blijft tot eind mei grotendeels intact om verspreiding van het nieuwe coronavirus in te dammen.']
10,['Vergaand beleid MCL na eerste corona-sterfgevallen: overledenen werden geseald']['Bij de eerste overlijdensgevallen door corona hanteerde ziekenhuis MCL het meest vergaande voorzorgsbeleid. De overledenen werden geseald. Inmiddels is ...']
11,"['Catharina (92) wilde niet meer met corona naar het ziekenhuis en overleed daarom thuis']['Een dame die precies wist wat ze wel en niet wilde. Dat was de 92-jarige Catharina, vertelt Bas den Haan, buurman en mantelzorger. Hij vecht tegen de tranen, ...']"
12,['LIVE | Corona in de regio: Politie grijpt in op woonwagenkamp en zomerbar Piknik stopt']['Al meer dan een maand zitten we inmiddels in de intelligente lockdowm en de strijd tegen het coronavirus gaat onverminderd door. Ondertussen gebeurt er van ...']
13,['Corona grijpt om zich heen in Japan: \'Niets lijkt hier verplicht\'']['Lang bleven strenge maatregelen uit in Japan. Alsof er nauwelijks corona bestond in het land van de rijzende zon. De 25-jarige Roxane Beekhuizen woont in ...']
14,"['De werkvloer na corona: schoon, koud en halfleeg']['Hoe ziet de werkvloer eruit als we straks weer beginnen? Bij de eerste Amsterdamse kantoren wordt de 1,5 metereconomie al zichtbaar: pijlen op de v...']"
15,['Bijna duizend zorgmedewerkers zelf besmet met corona']['In krap drie weken tijd is bij een kleine duizend Limburgse zorgmedewerkers een besmetting met het nieuwe coronavirus vastgesteld. De meesten van hen ...']
16,"['Corona-update | Cliënten \'t Bouwhuis besmet, gratis mondkapjes uit Denekamp']['ENSCHEDE - Het Twentse nieuws omtrent het coronavirus volgt zich in zo\'n hoog tempo op, dat het bijna niet bij te benen is. Daarom maken we elke dag een ...']"
17,"['Mondkapje, schort, haarnetje, overschoenen, spatbril: Huisartsen Zundert veilig op weg met corona-auto']['Vijf huisartsen uit Zundert rijden sinds kort hun coronavisites in een speciale corona-auto. Zo proberen de dokters van gezondheidscentrum De Welborg hun ...']"
18,['Corona is niet zomaar een griepje - Binnenland']['Al die staafdiagrammen met aantallen patiënten en sterfgevallen… media zaaien moedwillig angst bij hun lezers en kijkers. Weet u hoeveel mensen er ...']
19,['In Brabant groeit het aantal corona-ziekenhuisopnames fors - wel.nl']['Tweede golfje? Laksheid met de regels? Of toeval? Het aantal nieuwe coronapatiënten in de Brabantse ziekenhuizen is vrijdag flink toegenomen ten opzichte ...']
20,['Merkel: meer betalen aan EU door corona | Buitenland']['De Duitse bondskanselier Angela Merkel houdt er rekening mee dat de Duitse bijdrage aan de Europese Unie omhoog moet vanwege de coronacrisis. In een ...']
21,"['Tijd over? Populariteit thuisstudies neemt vlucht door corona']['Meer mensen zijn de afgelopen weken een thuisstudie gestart. Dat blijkt uit een rondgang van RTL Z, langs opleidingsinstituten voor thuisstuderen.']"
22,['Ook drive-thru teststraat corona voor zorgmedewerkers op Park Vliegbasis Soesterberg']['De GGD regio Utrecht (GGDrU) opent met ingang van maandag een tweede drive-thru teststraat voor zorgmedewerkers die niet in een ziekenhuis werken.']
23,['\'Mijn moeder had nooit gedacht dat ze al zo snel alleen zou komen te zitten\'']['In deze serie laten we nabestaanden aan het woord over hun geliefden die zijn overleden door corona. Deze keer een eerbetoon aan Frits Wassen (78) uit ...']
24,"['LIVE | Corona in de regio: 120 mensen overleden aan virus, 100 nieuwe ziekenhuisopnames']['Al meer dan een maand zitten we inmiddels in de intelligente lockdowm en de strijd tegen het coronavirus gaat onverminderd door. Ondertussen gebeurt er van ...']"
25,"['Corona: officiële dodental stijgt met 120 naar 4409']['DEN HAAG - Door de uitbraak van het coronavirus ligt het publieke leven voor een groot deel stil. Tienduizenden cafés, sportclubs en andere voorzieningen zijn ...']"
26,"['Alimentatiepauze vanwege corona?']['Wie door de coronacrisis in de financiële problemen komt, mag meestal zijn hypotheekaflossing tijdelijk stopzetten. Veel verhuurders staan een huurpauze of ...']"
27,['Crisismonitor: Corona gaat Breda misschien wel 10.000 banen kosten']['BREDA - De coronacrisis betekent in het slechtste geval dat tienduizend Bredanaars hun baan kwijt raken. Zelfs wanneer de gevolgen meevallen komen er toch ...']
28,['Amsterdam Museum maakt digitale tentoonstelling over corona in de stad']['Het Amsterdam Museum bereidt een digitale tentoonstelling onder de naam Corona in de Stad voor. Vanaf donderdag kunnen inwoners het museum hierbij ...']
