,0
0,['Longschade door corona binnen enkele minuten gevonden door Nederlandse uitvinding']['Met een eenvoudige echo binnen enkele minuten nagaan of iemand longschade heeft door het corona-virus. Dat kan nu dankzij een vinding van een ...']
1,"['113-jarige Spaanse is oudste persoon die corona overleeft']['Ze was elf toen de Spaanse griep uitbrak, overleefde de Spaanse burgeroorlog en heeft nu ook afgerekend met corona. De 113-jarige María Branyas uit Spanje ...']"
2,['In Kibera kun je een échte coupe corona krijgen']['Coupe corona heeft in Kenia wel een heel creatieve invulling gekregen. In verschillende kapsalons in de arme wijk Kibera van Nairobi dient het viru...']
3,['Volgens China kan het: heel Wuhan testen op corona']['Een miljoenenstad testen: Na de constatering van zes nieuwe ziektegevallen in Wuhan neemt China een drastisch besluit. Alle elf miljoen inwoners worden…']
4,"['Militairen schrokken zich rot hoe sommige verpleeghuizen omgingen met corona']['Militairen zijn wel wat gewend, maar de schrijnende situatie in veel verpleeghuizen die getroffen werden door het coronavirus, was een schok voor de medisch ...']"
5,['Uitbraak corona lijkt over hoogtepunt te zijn: maar waar zijn nu nog de brandhaarden? Hier sloeg het virus afgelopen week het hardst toe']['De coronacrisis zit in een nieuwe fase. Wat zijn nu nog de brandhaarden? Het RIVM publiceert elke dag de cijfers vanaf het begin van de crisis. Maar de uitbaak ...']
6,"['Inwoner Berg en Dal overleden aan corona, vier nieuwe ziekenhuisopnames in regio']['NIJMEGEN/ ARNHEM - Een inwoner van de gemeente Berg en Dal is overleden aan het coronavirus. Het is het enige sterfgeval in de regio dat de afgelopen 24 ...']"
7,"['Corona maakt steeds meer slachtoffers in de Amazone, maar hulp blijft uit']['\'De levens van inheemse mensen doen ertoe,\' is in het Portugees te lezen op het mondkapje van verpleegkundige Vanda Ortega (32). De tekst is een ...']"
8,"['Weer enkele nieuwe overlijdens door corona in Limburg']['Opnieuw zijn er mensen in Limburg overleden aan de gevolgen van coronabesmetting. Drie sterfgevallen werden gemeld in Noord- en Midden-Limburg, twee ...']"
9,"['Zorgen om corona-zelftests: \'Duur en onbetrouwbaar\' | Binnenland']['Het aantal sneltesten en zelftesten om het coronavirus vast te stellen neemt rap toe, nu er koortsachtig wordt gezocht naar manieren om de samenleving verder ...']"
10,['Ex-campagneleider Trump vanwege corona onder huisarrest geplaatst']['In de VS is Paul Manafort uit de gevangenis vrijgelaten. De voormalige voorzitter van het campagneteam van Donald Trump mag in verband met de ...']
11,"['Corona in Friesland - 13 mei | Festival geschrapt? Leeuwarden stort belasting terug']['In Friesland is sprake van 569 besmettingen en 63 doden. De laatste keer dat de GGD Fryslân een dode meldde, is tien dagen geleden. Het aantal ...']"
12,['Leger geeft soldaten muggenspray tegen corona | Buitenland']['Het Engelse leger geeft muggenspray aan soldaten die het risico op besmetting door Covid-19 lopen.']
13,['Aantal nertsen dat sterft aan corona lijkt mee te vallen: \'Maar het blijft best spannend\'']['Het lijkt erop dat het aantal met coronavirus besmette nertsen meevalt. Het gaat voor zover bekend alleen om de dieren op de eerder gemelde bedrijven in ...']
14,['Corona in Limburg: cijfers van 13 mei']['In Limburg zijn tot nu toe in totaal 4.644 mensen positief getest op besmetting met het coronavirus. Zeker 1.711 Limburgers zijn opgenomen (geweest) in het ...']
15,"['Brussel: Door corona gedupeerde reiziger moet geld terugkrijgen']['VIDEOMensen die door het coronavirus hun al betaalde vakantie mislopen, moeten dat geld terugkrijgen als ze dat willen. Dat is een van de aanbevelingen van ...']"
16,['Corona: Geen nieuwe besmettingen in Amstelveen']['[AMSTELVEEN] Het aantal besmettingen met het coronavirus in Amstelveen is sinds maandag onveranderd: 299. Er zijn sinds de uitbraak van de coronacrisis ...']
17,['Oud-stadsdichter van Enschede: \'Mijn vader stierf aan corona en dat is klote\'']['ENSCHEDE - Oud-stadsdichter van Enschede Regine Hilhorst was na haar troostbundel \'Hoe zeg je dag\' wel even klaar met schrijven over de dood. Maar toen ...']
18,['Duitse grensgemeenten willen arbeidsmigranten die in Nederland werken op corona testen']['EMMERICH -Burgemeesters van Duitse gemeenten vlak over de grens willen dat arbeidsmigranten die in Duitsland wonen maar over de grens in Nederland ...']
19,"['Geen corona-uitkering voor Nederlandse ondernemers die net over de grens wonen']['Duizenden Nederlandse ondernemers die net over de grens in Duitsland of België wonen, kunnen nergens aankloppen voor steun om de coronacrisis door te ...']"
20,"['Steeds meer bootvluchtelingen op het Kanaal, mede door corona']['De laatste maanden wagen weer steeds meer vluchtelingen de oversteek van Frankijk naar Engeland in bootjes over het Kanaal. De Franse en Britse kustwacht ...']"
21,['\'Dierproeven onvermijdelijk bij onderzoek corona\'']['Dierproeven spelen een belangrijke rol in onderzoek naar Covid-19. Directeur Martje Fentener van Vlissingen legt uit hoe het Erasmus Dierexperimenteel ...']
22,"['[Advertorial] De specialist: \'Corona-angst is geen ziekte\'']['[AMERSFOORT] Het ziekteverzuim was in het eerste kwartaal van 2020 met 5,2% het hoogst in zeventien jaar tijd. \'Gewoon\' ziek, besmet met corona of bang ...']"
23,"['Hoe bouw je een corona-app die levens redt?']['Eindelijk lijkt er een corona-app van de overheid te komen, mét de technologie van Google en Apple. Daar ging een rampzalige tender aan vooraf, waar ...']"
24,['Live: De Jonge: corona-check voor vliegvakantie is schijnveiligheid']['In Nederland zijn zeker 5562 mensen overleden aan de gevolgen van het coronavirus. ♢ In dit artikel houden we alle cijfers bij. ♢ Lees hier een b...']
25,['De Jonge: corona-check voor vliegvakantie is schijnveiligheid']['Het idee van Corendon om all-inclusive vakanties aan te bieden waarbij reizigers vooraf op corona worden getest is niet verstandig. Dat vindt minister Hugo de ...']
26,"['EU pleit voor vrijwillig gebruik corona-traceer-apps']['De Europese Commissie vraagt Europese overheden om deelname aan traceer-apps voor het coronavirus vrijwillig te maken voor burgers, om zo ...']"
27,['Bioscoopgroep Kinepolis ontvangt minder bezoekers door corona']['Bioscoopgroep Kinepolis kreeg in het eerste kwartaal door de coronacrisis in totaal bijna 10 procent minder bezoekers over de vloer. Vooral in Frankrijk ...']
28,['Zware tijden voor Poetin: corona verstoort Russisch jubileumjaar']['In plaats van een feestjaar stevent Vladimir Poetin af op het zwaarste jaar in zijn tijd als leider van Rusland. De coronacrisis gooit roet in het ...']
29,"['Advies tegen corona: wc-deksel naar beneden bij doorspoelen']['„Het is aangetoond dat het virus kan uitgescheiden worden via de uitwerpselen”, zegt viroloog Steven Van Gucht in Het Nieuwsblad. „Tijdens het doorspoelen ...']"
30,['Productie industrie eurozone hard omlaag door corona']['De productie in de industrie van de eurozone is in maart scherp gedaald vanwege de uitbraak van het coronavirus en de beperkende maatregelen in Europese ...']
31,['VS krijgen corona-vaccin van Sanofi na ontwikkeling het eerst']['Amerikanen zullen als eersten ter wereld het vaccin tegen het coronavirus van de Franse farmaceut Sanofi in handen krijgen wanneer het succesvol is ...']
32,"['Zorg voor overledenen ziekenhuis anders tijdens corona']['Miranda Morelli, Ineke Baaij, Arina Bechtum en Ank de Jong werken samen op de afdeling CMO (Cura Mortu Orem) van het Adrz-ziekenhuis in Goes.']"
33,['Dreigt door corona een verloren generatie jongeren? | Binnenland']['Dreigt een \'verloren generatie\' nu de coronacrisis de wereld in een ongekende economische recessie lijkt te storten? Herinneringen komen boven aan de jaren ...']
