,0
46,"['FDA will reportedly authorize use of remdesivir for Covid-19 after trial shows \'positive effect\' on recovery time', '10 things you need to know today: April 30, 2020', 'Until we have a vaccine for coronavirus, treatments like remdesivir are our only hope']"
47,"['""It\'s Gonna Go, It\'s Gonna Leave"": Trump Claims Covid-19 Will Disappear Even Without Vaccine as US Cases Top 1 Million', 'Trump hopes for ""massive"" rallies of ""25,000"" this year']"
48,"['Catalent and Johnson &amp; Johnson Sign Coronavirus Vaccine Manufacturing Deal', 'Bloomington facility tapped for COVID-19 vaccine manufacturing', 'J&amp;J inks 2nd manufacturing deal to boost capacity for COVID-19 vaccine', 'Bloomington Tapped for COVID-19 Vaccine Manufacturing', 'Catalent to lead US manufacturing for J&amp;J\'s lead COVID-19 vaccine candidate']"
49,"['COVID-19 Vaccine Being Developed in Australia Raises Antibodies to Neutralize Virus in Pre-clinical Tests', 'Why It Takes So Long To Make A Coronavirus Vaccine', 'Brisbane Queensland COVID-19 Vaccine Shows Promise 2 minute read', 'Coronavirus: What will it take to get a COVID-19 vaccine and how will it be made?']"
50,"['More than 80% of hospitalized COVID-19 patients in Georgia last month were black, CDC study finds', 'Why Georgia Is Reopening Amid the Coronavirus Pandemic', 'Opinion: Governor, reconsider reopening Georgia', 'Georgia\'s Coronavirus Reopening Is a Cautionary Lesson']"
51,"['Coronavirus: scientists caution against reopening schools', 'How can schools open up again safely? The UN has some new guidelines', 'Liberia: Futures of Children in Jeopardy as School Closures Deprive Them of School Meals – UNICEF and WFP - Liberia', 'Coronavirus: UNESCO, UNICEF, WFP provide roadmap for safe reopening of schools']"
52,"['GlaxoSmithKline fields worries about fast-growing Shingrix as COVID-19 halts routine doc visits', 'GlaxoSmithKline plc (GSK) Q1 2020 Earnings Call Transcript', 'GSK surpasses profit expectations on pain medication stockpiling', 'GSK delivers strong first quarter | Business News', 'Here\'s Why Investors Should Follow Sanofi and GlaxoSmithKline\'s New Coronavirus Collaboration']"
53,"['WHO Director-General\'s opening remarks at the media briefing on COVID-19 - 27 April 2020', 'WHO warns \'children will die\' as countries halt vaccine efforts', 'The coronavirus pandemic is moment of truth for anti-vaccine movement', 'A “devil\'s choice”: Balancing childhood immunization with preparing for COVID-19 - Democratic Republic of the Congo']"
54,"['New York hospitals are studying a common heartburn drug as treatment for Covid-19', 'Could a heartburn drug help fight the coronavirus? Doctors are testing it', 'Could heartburn drug famotidine be used to treat coronavirus? The theory is trending online, but there\'s no data to support it.', 'Heartburn medicine shortages after COVID-19 treatment trial', 'Heartburn Drug Famotidine Studied in Coronavirus Treatment']"
55,"['Did Elisa Granato Die from COVID-19 Trial Vaccination?', 'Coronavirus: Dr Elisa Granato, Europe\'s first vaccine trial volunteer', 'Coronavirus vaccine breakthrough: First trial volunteer reveals \'exciting\' clinical update', 'Fact Check: Did the first volunteer in the UK Coronavirus vaccine trial die in 2 days? - Republic World', 'Fact Check: Reports Claiming First Participant In UK COVID-19 Vaccine Trial Has Died Are False']"
56,"['Hundreds volunteer for COVID-19 vaccine trial in Rochester', 'Clinical trials for a Covid-19 vaccine to begin in Rochester', 'Hometown hope? Rochester company beginning COVID-19 vaccine clinical trial']"
57,"['Speeding coronavirus vaccine development with challenge trials', 'Coronavirus COVID-19 vaccine just the start', 'The Hunt for Covid-19 Drugs and Vaccines Becomes Even More Complex']"
58,"['An Indian firm starts mass-producing an unproven covid-19 vaccine', 'Turkey\'s military spending jumps 86% over last decade | Daily Sabah', 'Global arms spending tops $1.9 trillion as fight against COVID-19 is starved of resources', 'India Spends $71 Billion On Defence, Replaces Russia To Become Worlds Third Largest Military Spender', 'SIPRI reports India &amp; China spend big on weapons during lockdown|ABP UNCUT']"
59,"['8-month \'structured lockdowns\' could halve economic damage from the coronavirus, research claims', 'Economic damage could be worse without lockdown and social distancing, study finds']"
60,"['Are \'covid toes\' a real symptom of the coronavirus?', 'Think you or someone you live with has coronavirus? Here\'s what to know and do', '‘COVID toes’ may be new symptom of the virus', 'Some physicians say \'frostbite toes\' may be yet another symptom of COVID-19', 'Here are the 6 symptoms of coronavirus']"
61,"['Coronavirus update: U.S. death toll tops 60,000 as President Trump says he will not extend social-distancing guidelines', 'AUD/USD Outlook: Aussie Extends Advance To Seven-Week High On Fresh Risk Sentiment', 'How \'the single best trade of all time\' netted one investor a $2.6 billion profit', 'How ‘the single best trade of all time’ netted one investor a $2.6 billion profit', '\'Remdesivir effect\'? Equities, oil surge in Asia on hopes of virus treatment']"
62,"['New Reports on Virus in Kids Fuel Uncertainty on Schools', 'Children Don’t Pass Covid-19 to Adults, Report Indicates', 'New Reports on Virus in Kids Fuel Uncertainty on Schools (1)']"
63,"['Australia set for Chinese COVID-19 vaccine human trial', 'Clover Biopharmaceuticals gets CEPI funding for Covid-19 vaccine', 'Coronavirus Vaccine: Perth To Join Race For A Cure', 'Chinese COVID-19 vaccine set for human trials in Australia']"
64,"['The Latest: Pence didn\'t know of Mayo Clinic mask policy, his wife says', 'Conservative Columnist Taunts \'Sniveling Sycophant\' Mike Pence Over Mask Stunt', 'Karen Pence says vice president didn\'t know about Mayo Clinic mask policy until he left', 'Letter: The mask was not the point', 'Letter: Maskless Pence reveals problems with administration']"
65,"['Live updates: More than 118,000 sought jobless benefits last week in region; D.C. reports record daily number of deaths; Blue Angels plan flyover', 'Virginia Gov. Northam: Elective surgeries, dental procedures can resume soon', 'Tennessee saw lowest increase in daily COVID-19 case totals since March 25 on Tuesday', 'Virginia’s experience in the 1918 flu epidemic could help it decide when to reopen and how', 'Virginia April 29 COVID-19 update: Daily cases, hospitalizations still trending up statewide, Tidewater’s growth in cases slows']"
66,"['Antigen Tests For The Coronavirus Might Be Easier, But How Reliable? : Shots - Health News', 'A next-generation coronavirus test raises hopes and concerns', 'What to know about the three main types of coronavirus tests', 'What is antigen testing? How a new test could help track the coronavirus outbreak']"
67,"['Coronavirus US live: intelligence report concludes Covid-19 was not \'manmade or genetically modified\'', 'Trump Officials Are Said to Press Spies to Link Virus and Wuhan Labs', 'US intel: Coronavirus not manmade, still studying lab theory', 'New York Times: Top administration officials have pushed intelligence agencies to link coronavirus to Chinese labs', 'US intel concludes COVID-19 ‘not manmade or genetically modified,’ still on lab theory | Daily Sabah']"
68,"['Coronavirus antibody tests have ""really terrible"" accuracy, researcher says', 'Quest Diagnostics selling coronavirus antibody test to consumers', 'I tested positive for Covid-19 antibodies … so now what?', 'Coronavirus antibody tests explained: what are they and do they work?']"
69,"['AI model predicts the coronavirus pandemic will end in December', 'Singaporean A.I. predicts when coronavirus will end. Here\'s the exact date.', 'Here is a data driven prediction of when COVID-19 will end across the world', 'When will coronavirus end in US, UK, France, India? Study predicts dates &amp; month', 'Novel coronavirus epidemic in Russia to be over by early summer — forecast']"
