,0
0,"['Nieuwe coronasneltest vertelt je binnen een uur of je corona hebt, maar het zijn er niet veel']['Sinds donderdag is het in sommige Nederlandse ziekenhuizen mogelijk om een coronasneltest te doen. Binnen een uur weten patiënten of ze het virus hebben.']"
1,['Corona-update | Binnen een uur weten of je corona hebt en vuilniszakkenfabriek produceert plastic schorten']['VideoDe nieuwsberichten over de coronacrisis volgen elkaar in een rap tempo op. De Stentor zet dagelijks de belangrijkste gebeurtenissen op een rij. Zo ben je ...']
2,"['Wat is de relatie tussen luchtvervuiling en corona?']['Als je in een omgeving woont waar de lucht vervuild is, heb je dan een grotere kans om (heel) ziek te worden door het coronavirus? Zoals in de stad of naast ...']"
3,"['Corona in Friesland - 1 mei | Minder dan 750 patiënten op de ic, dodenaantal naar 4893']['Er liggen minder dan 750 coronapatiënten op de intensive care. Het aantal in de Friese ziekenhuizen schommelt al weken rond de 20. Friese advocaten willen ...']"
4,"['Ebola, mazelen en nu corona: Congo gebukt onder drievoudige virusuitbraak']['De Democratische Republiek Congo kampt met een drievoudige virusuitbraak: duizenden kinderen stierven afgelopen jaar aan mazelen, het gevreesde ...']"
5,['Corona-uitbraak in Hoogerheide roept veel vragen op bij inwoners']['HOOGERHEIDE - De corona-uitbraak in verpleeghuis Heideduin in Hoogerheide roept vragen op bij inwoners. Hoewel Heideduin al weken op slot zit voor ...']
6,"['Sterven aan corona, maar dan verdekt']['Coronacijfers: Sterfte is – lós van directe coronadoden – toegenomen. Mogelijk mijden mensen de dokter ondanks, zeg, hartklachten, uit angst voor het virus.']"
7,['Welk geheim bewijs heeft Trump voor Chinese corona-labs?']['De Amerikaanse president Trump blijft China ervan beschuldigen dat het coronavirus is ontsnapt uit een laboratorium in de stad Wuhan. Hij zegt \'bewijs ...']
8,"['Corona: meer besmettingen, geen nieuwe ziekenhuisopnames en geen doden']['Het aantal besmettingen met het coronavirus in Drenthe is vandaag gestegen. Dit blijkt uit de nieuwste cijfers van het Rijksinstituut voor Volksgezondheid en ...']"
9,"['De wereldijde onderdrukking van journalisten bemoeilijkt de corona-aanpak']['Het onderdrukken van journalisten en anderen die kritiek uiten op de corona-aanpak van hun regering, bemoeilijkt het terugdringen van het virus.']"
10,['LIVEBLOG CORONA 1 MEI 2020']['In dit liveblog houdt Binnenlands Bestuur naast de reguliere berichtgeving een chronologisch overzicht bij van het laatste nieuws over het …']
11,['Bijna 500 zorgmedewerkers bij IJsselheem besmet: \'Piek corona lijkt gepasseerd\'']['Bijna 500 zorgmedewerkers zijn of waren besmet met corona bij IJsselheem. Het aantal nieuwe coronabesmettingen bij het woonzorgconcern in de regio ...']
12,['Correspondent Ana van Es: In het Midden-Oosten valt corona weg in de bak met andere problemen']['Je was donderdag bij een demonstratie in de noordelijke Libanese stad Tripoli vanwege de economische crisis. Ik begrijp dat men zich daar niet echt hield aan ...']
13,['Kunnen je kinderen je tóch besmetten met corona? Viroloog Bert Niesters legt het uit']['Duits onderzoek lijkt aan te tonen dat kinderen wel degelijk corona kunnen overdragen. Hoe moet dat als de scholen op 11 mei weer open gaan?']
14,['Corona: afgelopen 24 uur 18 nieuwe sterfgevallen in Twente gemeld']['HELLENDOORN - In Twente zijn de afgelopen 24 uur 18 nieuwe sterfgevallen gemeld. Dat blijkt uit de cijfers die het RIVM vrijdagmiddag bekendmaakte.']
15,['Naar de bios na corona']['Een filmpje pikken was de afgelopen maanden onmogelijk. Bovendien vreest de bioscoopsector aanvullende maatregelen als de coronalockdown wordt ...']
16,['Duits onderzoek: kind met corona mogelijk even besmettelijk als volwassenen']['Nog even en basisscholen en kinderdagverblijven gooien hun deuren weer open. De gedachte is dat kinderen een beperkte rol spelen bij de overdracht van ...']
17,['Anderson over corona-isolatie: \'Het was beangstigend\'']['Voor Kyle Anderson is een einde gekomen aan een verschrikkelijke tijd. De darter uit Australië zat ruim drie weken in quarantaine en moest zijn vrouw en kind ...']
18,['\'Crowdfunding tegen Corona\' voor Gronings onderzoek naar coronavirus - Groningen']['Het Ubbo Emmius Fonds wil met de actie \'Crowdfunding tegen corona\' geld inzamelen voor diepgaand onderzoek naar het coronavirus. Dit onderzoek wordt ...']
19,['Madonna positief getest op antilichamen tegen corona']['Madonna heeft in haar meest recente \'quarantainedagboek\' goed nieuws voor de kijkers. De 61-jarige zangeres zegt in een video op Instagram positief getest ...']
