,0
40,"['White House economic advisor Kevin Hassett says unemployment rate will approach Great Depression', 'Great Depression comparisons are depressing but this time is different', 'U.S. Unemployment Rate Could Rival Great Depression\'s: Trump Adviser', 'Great Depression, the Sequel', 'Republicans’ Great Depression 2.0']"
41,"['White House cancels Monday coronavirus briefing after Trump lashes out at media', 'Trump is driving Birx to a tough spot. It\'s about to get even tougher.', 'White House schedules, cancels, then reschedules press briefing', 'Disinfect the White House of quackery']"
42,"['Slavitt, Gottlieb Seek Money For Contact Tracing, Self-Isolation', 'Health experts call for $46.5 billion to expand contact tracing, isolation | TheHill', 'Ex-officials call for $46 billion for tracing, isolating in next coronavirus package']"
43,"['Antibody Tests Go To Market Largely Unregulated, Warns House Subcommittee Chair', 'Can Antibody Tests Help End the Coronavirus Pandemic?', 'House Democrats investigate U.S. sales of unproven coronavirus antibody tests, call for FDA action']"
44,"['Newsom chastises beachgoers during coronavirus shutdown', 'California morons? Big beach crowds test state\'s stay-at-home exhortations', 'After packed beaches, Newsom urges patience as CA is \'weeks away\' from stay-at-home order changes', 'People crowd Southern California beaches despite coronavirus concerns']"
45,"['Five fights for Congress\'s fifth coronavirus bill | TheHill', 'Trump dismisses bailouts for \'poorly run\' states led by Democrats', 'Trump suggests U.S. shouldn’t bail out Democratic-run states', 'For Trump, Lying Is a Super Power', 'Jenny Beth Martin: Coronavirus relief – The money train needs to stop with the states']"
46,"['Raimondo unveils highlights of possible economic reopening; R.I. reports 7 coronavirus deaths, 269 new cases', 'WaterFire creates art installation to honor COVID-19 victims', 'NEW: Raimondo Unveils “Reopening RI” Plan Details', '7 more dead, 269 new COVID-19 cases in RI; May 9 reopening plan laid out']"
47,"['Bond King Jeff Gundlach is shorting the stock market again, says \'we are not out of the woods\'', 'Gundlach says \'LQD\' corporate bond fund looks like the most overvalued bond asset because of Fed', '‘Bond King’ warns the stock market could hit new lows amid ‘social unease’', 'Jeffrey Gundlach is shorting the market, says a retest of the low \'very plausible\'']"
48,"['San Francisco extends stay-at-home order through May amid coronavirus pandemic', 'The Bay Area’s Shelter in Place Might Last Another Month', '\'We are not out of the woods yet,\' Mayor London Breed provides COVID-19 update after extending shelter-in-place order in San Francisco', 'Coronavirus updates: London Breed now says FEMA did not confiscate PPE orders', 'San Francisco\'s shelter-in-place order likely to be extended']"
49,"['Coronavirus: Plane-maker Airbus furloughs 3,200 staff', 'Airbus warns staff on jobs with its \'survival at stake\'', 'Airbus boss warns the firm is \'bleeding cash\'', 'Coronavirus: Airbus boss warns company is \'bleeding cash\'']"
50,"['People are buying pulse oximeters to try and detect coronavirus at home. Do you need one?', 'Pulse oximeters: What to know about whether you need one', 'FDA Blocks Apple Watch Blood-Oxygen Feature That Would Help Millions', 'Pulse oximeters could help people detect early warnings of coronavirus', 'How Home Pulse Oximetry Monitors Could Change COVID-19 Fight']"
51,"['Coronavirus: Farmers destroy own crops as market ravaged, food wasted - Business Insider', 'Trump\'s Agriculture Department let millions of pounds of food rot as food banks begged for donations', 'The USDA’s Plan to Feed Americans and Pay Farmers Is Not Enough', 'Farm and Food File: We have to start somewhere', '\'Grotesque, Deadly Failure\': Trump USDA Under Fire for Allowing Millions of Pounds of Produce to Rot as Food Insecurity Surges']"
52,"['Louisiana coronavirus stay-at-home order extended until May 15, with three changes', 'Stay-at-home order extended through May 15, with three changes', 'Our View: Louisiana should reopen, with great caution', 'What will Louisiana\'s post-coronavirus reopening look like? Next phase could be revealed Monday']"
53,"['Restaurants Open in Tennessee As State\'s Confirmed Coronavirus Cases Spike : Coronavirus Live Updates', 'Tennessee has highest one-day jump in coronavirus cases ahead of restaurant reopening | TheHill', 'A frontline doctor\'s plea: Gov. Bill Lee must address coronavirus health crisis before reopening Tennessee\'s economy | Opinion', 'Shelby County remains closed as others plan to open Monday']"
54,"['If you’re still waiting on your $1,200 stimulus check, here are key dates for the next set of payments', 'Problems tracking your IRS stimulus check online? 10 possible explanations', 'Social Security Beneficiaries: Here\'s When You\'ll Get Your Stimulus Check', 'IRS enhances \'Get My Payment\' online application to help taxpayers']"
55,"['NBA\'s LA Lakers got $4.6 million in coronavirus federal loan money for small business, but repaid it', 'Three publicly traded hotel firms say they won\'t give back PPP money | TheHill', 'Despite $322 billion in new loans, the Paycheck Protection Program still falls short', 'Congress Screwed Up Relief for The Middle Class Once. Let’s Not Do It Again.']"
56,"['Coronavirus Missouri announces sweeping reopening plan for May 4 41 Action News Staff 2:33 PM', 'Missouri adds 174 COVID-19 cases to pass 7,100; Kansas City climbs to 500', 'Missouri could pay a steep price for Gov. Mike Parson’s rush to reopen businesses', 'Gov. Mike Parson outlines \'Show Me Strong Recovery Plan\' to reopen Missouri starting May 4']"
57,"['US and Chinese researchers team up for hunt into Covid origins', 'China puts pressure on EU to soften report about COVID-19 disinformation, threatening retaliation: report', 'UA Scientist Michael Badowski: Myth-busting the COVID-19 narrative', 'Did SARS-CoV-2 begin from a lab?']"
58,"['Inslee to slowly reopen Washington state boating, fishing closed under coronavirus emergency order', 'Washington state anglers protest fishing ban amid coronavirus outbreak: \'Let us fish\'', 'COVID-19: Inslee eases restrictions on outdoor activities', 'Inslee to announce plan to reopen recreational fishing', '\'Let us fish:\' Washington anglers push to ease fishing restrictions put in place during pandemic']"
59,"['Trump looks to Hope Hicks as coronavirus crisis spills over', 'Trump – Mad As Hell and Not Going to Take It Anymore', 'Mr. President, Please Disinfect Your CV19 Press Briefings']"
60,"['U.S. Coronavirus Death Toll Nears 55,000 as More States Start Reopening Economies This Week', 'Tennessee, Mississippi, Montana reopen some businesses following other states easing coronavirus restrictions', 'Reopening US states are taking their first steps toward a new normal', 'As most remain home, some states begin to slowly reopen']"
61,"['Tyson Foods chairman warns \'food supply chain is breaking\' as coronavirus forces plant closures', '\'The food supply chain is breaking,\' Tyson says as plants close', 'Meat processing plants across the US are closing due to the pandemic. Will consumers feel the impact?', '\'The Food Supply Chain Is Breaking.\' Tyson Foods Warns of Meat Shortage as Plants Close Due to COVID-19']"
62,"['Dr. Birx On Trump\'s \'Disinfectant\' Remark: \'He Was Still Digesting That Information,\' And \'Likes To Talk That Through Out Loud\'', 'Dr. Deborah Birx says Trump meant no harm with disinfectant comments: \'He likes to talk that through out loud\'', '\'When He Gets New Information, He Likes To Talk That Through Out Loud,\' Dr. Birx Says of Trump\'s Comments on Ultraviolet Light, Disinfectants as COVID-19 Treatments']"
63,"['8 companies that cut or suspended dividends in coronavirus fallout : Here are 8 companies that cut or sus..', '5 Safe S&amp;P 500 Dividends Up To 8.5%']"
64,"['Exclusive: She\'s been falsely accused of starting the pandemic. Her life has been turned upside down', 'Conspiracy Theory Labels US Army Sgt As Coronavirus Patient Zero', 'COVID conspiracy theory falsely claims US woman is Patient Zero', 'Exclusive: Falsely accused of starting the coronavirus, her life turned upside down']"
65,"['Track your coronavirus stimulus check status with IRS Get My Payment app', 'It could take IRS 20 weeks to mail out all stimulus checks. How to track your $1,200 payment with new IRS tool', 'CARES Act stimulus payments: What to know and what to watch for', 'Track your coronavirus stimulus check status with the IRS Get My Payment portal']"
66,"['McConnell’s rejection of federal aid for states risks causing a depression, analysts say', 'Trump throws shade at ‘poorly run states’ seeking aid, as McConnell floats bankruptcy option', 'OP-ED | Lamont Is Right: Congress Should Reject McConnell\'s \'Crazy\' Idea', 'Cuomo should get federal aid for New York, and stop attacking Kentuckians for being poor']"
67,"['Should we be scared of the coronavirus debt mountain?', 'Financial Antivirus Stimulus Packages and Gold']"
68,"['Gov. Gretchen Whitmer previews MI Safe Start Plan to re-engage economy', 'Gov. Whitmer announces ‘MI Safe Start’ economic plan', 'Gov. Whitmer reacts to \'SNL\' sketch about herself: \'They got the beer wrong\'', '‘We really are on our own here’ in fight against coronavirus, says Michigan governor', 'Gretchen Whitmer Responds To SNL Skit With Some Kalamazoo Flavor']"
69,"['South Korea\'s economy just recorded its worst contraction since the Great Recession because of the coronavirus pandemic', 'Korea reports no COVID-19 death for second day in row']"
