,0
36,['We\'ll find a treatment for coronavirus – but drug companies will decide who gets it']
37,['China is tightening its grip on coronavirus research']
38,"['California governor outlines guide to reopening state, US airports see $10 billion in aid']"
39,['Prominent scientists have bad news for the White House about coronavirus antibody tests']
40,"['Gilead COVID-19 Drug Being Trialed, But Consumers Want A Vaccine']"
41,['Why People Cherry-Pick Science Data - It’s Happening With Coronavirus']
42,"['Antibody study suggests coronavirus is far more widespread than previously thought', 'Far more people may have been infected by coronavirus in one California county, study estimates', 'Coronavirus antibody testing finds Bay Area infections may be 85 times higher than reported: researchers', 'Homeless, advocates protest lack of protections in Silicon Valley shelters', 'Far more coronavirus cases in Silicon Valley than official: study']"
43,"['Bill Gates, at Odds With Trump on Virus, Becomes a Right-Wing Target', 'Bill and Melinda Gates have been storing food in basement for years in anticipation of a pandemic', 'Coronavirus spawns conspiracy theories', 'Gates Foundation Says We\'ll Need to Work Together to Vaccinate 7 Billion People', 'MAGA world finds its coronavirus scapegoats']"
44,"['NIH Launches Effort To Speed Up Development Of COVID-19 Treatments', 'To streamline coronavirus vaccine and drug efforts, NIH and firms join forces', 'U.S., European health agencies to partner drugmakers in coronavirus fight', 'COVID-19: FDA, EMA and 16 drugmakers take part in development effort', 'NIH partners with 16 drug companies to speed Covid-19 research']"
45,"['Virus Vaccine May Be Ready for Mass Production By Autumn, Oxford Professor Says', 'Coronavirus: the week explained', 'Coronavirus: Vaccine trial could be done by August, says Oxford professor']"
46,"['Moderna soars after getting $483 million in federal funding for coronavirus vaccine development', 'Coronavirus Vaccine: MRNA Stock Rockets On Funding News; Gilead Pops On Leaked Report', 'Moderna News: MRNA Stock Surges on Potential Coronavirus Vaccine', 'Moderna Lands a $483 Million Grant to Accelerate Development of Its Candidate Coronavirus Vaccine']"
47,"['Malaria drugs fail to help in coronavirus studies', 'Feds charge doctor who cited Trump to push hydroxychloroquine \'miracle cure\'', '\'UN chief Guterres salutes countries like India for helping others in fight against COVID-19\'', '\'Medication I can\'t live without\': Lupus patients are struggling to get hydroxychloroquine diverted for COVID-19', 'Fauci not alone in saying hydroxychloroquine unproven against COVID-19']"
48,"['Opinion | The Coronavirus Is Mutating. What Does That Mean for a Vaccine?', 'What are the myths about the coronavirus in Africa?', 'Several Drugs Are Being Tested as COVID-19 Treatments. Here\'s What We Know So Far', 'Co-Infections Uncovered in One-Fifth of COVID-19 Samples', 'Covid-19 immunity insights will help scientists fight the virus']"
49,"['April 17 coronavirus news', 'Trump ‘fomenting domestic rebellion,’ Dem governor Inslee says', 'Trump Foments Protests Against Governors; Experts Warn of Testing Shortages', 'Federalism has become another casualty of Trump and the coronavirus', 'The incredible shrinking president']"
50,"['Gilead data suggests coronavirus patients are responding to treatment', 'Congressman calls for SEC investigation into leak about possible coronavirus drug', 'The Story of Remdesivir', 'Gilead\'s Remdesivir Can Hardly Live Up to the Hype']"
51,"['Wuhan lab says there\'s no way coronavirus originated there. Here\'s the science.', 'Laboratory in Wuhan breaks silence to deny claims that the coronvarius originated there', 'Why China will likely avoid liability in spread of coronavirus pandemic | TheHill', 'The case against China']"
52,"['Contamination at CDC lab delayed rollout of coronavirus tests', 'Contamination at CDC lab was likely cause of critical early delays in rolling out coronavirus testing', 'Coronavirus test delay came after contamination at CDC lab: report | TheHill', 'Coronavirus testing: New report says the CDC botched early tests, setting back US pandemic response', 'Global coronavirus death toll passes 158,000: Live updates']"
53,"['Moderna coronavirus vaccine effort to get $483 million in federal funding', 'Moderna Gets $483M Federal Funding For Its Coronavirus Vaccine']"
54,"['Africans facing coronavirus must not suffer the injustices they saw with Aids', 'My late uncle, and the ethics of clinical trials in Africa']"
55,"['Coronavirus live updates: US infections top 700,000, number of cases in Turkey overtakes Iran', 'Turkey\'s coronavirus cases overtake Iran, highest in Middle East', 'Turkey sees 121 more coronavirus deaths, 1,822 recoveries', 'Turkey\'s Covid-19 cases overtake Iran to become highest in Middle East', 'CORRECTED-Turkey\'s coronavirus cases overtake Iran, highest in Middle East']"
56,"['US may have to endure social distancing until 2022 if no vaccine is quickly found, scientists predict', 'Social distancing could last into 2022, Harvard researchers say in new study', 'On-off social distancing may be needed until 2022: Harvard study - The intermittent approach', 'Social Distancing May Need to Continue into 2022, Harvard Researchers Find | News', 'See how a sneeze can launch germs much farther than 6 feet']"
57,"['Research continues at Mayo Clinic for COVID-19 vaccine, treatments', 'Mayo respiratory therapists in La Crosse prepare for potential COVID-19 surge', 'Fourth care facility to test positive in Olmsted Co., added to MDH list']"
58,"['BARDA promises Moderna up to $483M to shepherd COVID-19 vaccine to approval', 'Coronavirus: 70 COVID-19 vaccines in development globally, human trials progress']"
59,"['A coronavirus vaccine is in the works—but it won\'t emerge overnight', 'Could We Be Stuck With Physical Distancing Until 2022?', 'Six new types of coronavirus found in bats in Myanmar']"
60,"['Regular exercise can help protect from severe coronavirus complication', 'Study Suggests Regular Exercise Can Prevent Coronavirus Patients From Developing Severe Complications', 'This can help protect you from COVID-19\'s deadliest symptom', 'Exercise may help prevent a deadly coronavirus complication - Business Insider', 'Covid-19: exercise may protect against deadly complication']"
61,"['What is Convalescent Plasma? Governor Cuomo Discusses Possible Medical Treatment Ahead of COVID-19 Vaccine', 'In Trump-Cuomo spat on coronavirus, the gloves come off', 'Marshall: Trump tweets and Cuomo reacts', 'LETTER: Cuomo\'s attitude toward Upstate leaves me cold']"
62,"['The Interview - Italian FM Di Maio calls for \'international alliance\' to create Covid-19 vaccine', 'Coronavirus: Italy warned us - now they say it will be a long time before we ever return to normal']"
63,"['Coronavirus: Significant social distancing needed \'until vaccine found\'', 'Coronavirus lockdown: Matt Hancock and senior adviser clash over exit strategy', 'Coronavirus: Social distancing \'should be indefinite until vaccine is made\'', 'Social distancing will carry on until vaccine is found, adviser says', 'Six questions that Neil Ferguson should be asked']"
64,"['Inovio Pharmaceuticals gets funding for clinical trial of COVID-19 vaccine in South Korea', 'Bullish Play on Inovio as it Develops COVID-19 Vaccine', 'Developing COVID-19 vaccine in 12-18 months almost unprecedented: Expert', 'Inovio\'s stock jumps on funding for vaccine trial in South Korea']"
65,"['GlaxoSmithKline CEO calls coronavirus vaccine partnership with Sanofi an \'unprecedented collaboration\'', 'Pharmaceutical giants Sanofi and GlaxoSmithKline join forces in COVID-19 race']"
66,"['Will antibody tests for the coronavirus really change everything?', 'Here\'s How Covid-19 Immunity Compares to Other Diseases', 'Antibody tests and treatments now available in Illinois', 'Roche Prepares to Launch COVID-19 Antibody Test System']"
67,"['Researchers find rheumatoid arthritis drug is promising coronavirus treatment', 'Researchers: Lab tests with rheumatoid arthritis drug reduce or eliminate COVID-19 from human cells', 'COVID-19 Daily: Reusing Masks, Imaging Guidance', 'Rheumatoid arthritis drug could be effective to treat coronavirus patients, researchers in Georgia say', 'Researchers find potential coronavirus treatment in rheumatoid arthritis drug']"
68,"['French study finds hydroxychloroquine doesn\'t help patients with coronavirus', 'Hey, NBC News, You Buried This Critical Detail in Your Article About Hydroxychloroquine', 'FAA Emphasizes 48-Hour Flight Ban For Pilots Taking Chloroquine', 'Study of Trump-touted chloroquine for coronavirus stopped due to heart problems, deaths']"
69,"['Some 4,000 Australian Health Workers to Test BCG Vaccine Against COVID-19 - Scientist', 'BCG vaccine and coronavirus: why WHO warns against using the TB vaccination for Covid-19 - and what the evidence says']"
