,0
0,"['\'Medicijn tegen corona pas over jaren beschikbaar\'']['Wereldwijd wordt hard gewerkt aan een vaccin tegen het coronavirus, maar ook de zoektocht naar hét medicijn om coronapatiënten te genezen, is in volle gang.']"
1,['Ernstige bijwerkingen malariamedicijnen bij corona | Binnenland']['Bij coronapatiënten kunnen de malariamedicijnen chloroquine en hydroxychloroquine ernstige hartritmestoornissen veroorzaken. In sommige gevallen is er ...']
2,['Gronings onderzoek: corona verspreidt zich via cellen in neus']['Het coronavirus gebruikt waarschijnlijk cellen in de neus om zich snel door het menselijk lichaam te verspreiden. Dat blijkt uit onderzoek van onder andere het ...']
3,"['Voor corona kon hij 140 kilo deadliften, nu lukt het niet te krabben aan zijn kriebelende neus']['Deze weken doet Volkskrant-journalist Willem Feenstra verslag vanuit ziekenhuis Amphia in Breda, waar fysiotherapeut Lennart Surewaard patiënten vo...']"
4,"['\'Corona veroorzaakt beroertes bij dertigers en veertigers\' | Buitenland']['Doktoren uit het Mount Sinai Health System zijn verbaasd dat het vooral dertigers en veertigers betreft, zo schrijft CNN. Volgens neurochirurg Thomas Oxley is ...']"
5,"['Topambtenaar VS: \'Ik weigerde omstreden middel tegen corona, ben nu ontslagen\'']['Het omstreden medicijn hydroxychloroquine heeft een Amerikaanse topambtenaar de kop gekost. Dat is althans de lezing van Rick Bright, de directeur van het ...']"
6,"['Aantal doden door corona in regio daalt: dertien nieuwe sterfgevallen']['ARNHEM - Het coronavirus blijft in deze regio mensenlevens eisen. Al is er ten opzichte van woensdag een daling, zo blijkt uit de laatste cijfers van ...']"
7,"['Dataplatform huisartsen nieuw wapen in strijd tegen corona']['Vanaf vandaag kunnen alle huisartsen in Nederland voor iedere patiënt met coronaklachten een digitaal formulier invullen, dat rechtstreeks naar het RIVM ...']"
8,"['Is corona het laatste zetje richting afgrond, vragen Venezolanen']['Venezuela: Het coronavirus en de mondiale crash van de olieprijzen brengen het noodlijdende Venezuela verder in de problemen. „Het voelt alsof we in de…']"
9,['Britse regering start immens corona-onderzoek onder bevolking']['De Britse regering gaat een grootschalig onderzoek opzetten om de verspreiding van het coronavirus onder de bevolking in kaart te brengen. Naar verwachting ...']
10,['Al 24 sterfgevallen door corona in Heemsteeds woonzorgcentru...']['In woonzorgcentrum Kennemerduin in Heemstede zijn tot nu toe 24 ouderen gestorven aan het coronavirus.']
11,"['Corona: meer besmettingen, aantal ziekenhuisopnamen en doden stabiel']['Het aantal Drenten dat besmet is met het coronavirus is sinds gisteren met 16 gestegen van 405 naar 421. Dat blijkt uit cijfers van het Rijksinstituut voor ...']"
12,"['RIVM: 123 nieuwe sterfgevallen door corona']['Er zijn op dit moment zeker 4177 mensen in Nederland overleden aan het coronavirus, zo meldt het RIVM in de update van donderdag. Het aantal sterfgevallen ...']"
13,['Digitale corona-oplossingen moeten voor iedereen toegankelijk zijn']['VN-verdrag Handicap; recht op toegankelijkheid en bruikbaarheid. Woensdag 22 april schreef Minister de Jonge in een brief aan de Kamer over slimme digitale ...']
14,"['Oproep: haal 2500 kinderen uit Griekse kampen voordat corona toeslaat']['Tientallen politici, bestuurders, mediapersoonlijkheden en gemeenten roepen het kabinet op om 2500 niet-begeleide kinderen uit Griekse vluchtelingenkampen ...']"
15,['Russen demonstreren virtueel tegen Poetins halfzachte corona-maatregelen']['De inventieve demonstratietactiek verspreidde zich deze week als een lopend vuurtje door Rusland. Het Kremlin zegt de kritiek zeer serieus te nemen. Nu de…']
16,"['Corona gehad of niet? \'Drive in-prikpost\' geeft duidelijkheid, maar artsen zijn kritisch']['OUD GASTEL/FIJNAART - Vanuit je auto bloed laten prikken en binnen vijftien minuten weten of je corona hebt of hebt gehad? Dat kan vanaf volgende week in ...']"
17,['Slachtoffer schietpartij was corona-verpleegkundige | Buitenland']['Eén van de slachtoffers van de massamoord in Canada blijkt een verpleegkundige die al weken lang op een corona-afdeling van een ziekenhuis werkte.']
18,"['Sobere ramadan door corona: \'Verdrietig, zo\'n lege moskee\'']['De vastenmaand ramadan start komende nacht. Door de coronamaatregelen wordt dat een sobere editie, want samenkomen mag niet. Terwijl de ramadan bij ...']"
